overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,False,"01 9, 2007",AH7O9ZFIMQIK9,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Joseph L. Hardy,Belkin tends to make good cables that are over priced in the store. This is a pretty good deal.,Solid cable,1168300800,
4.0,11,True,"11 9, 2006",A1SBTS8FHR10EZ,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",John A. Michl,"I've purchased several Belkin cables and they always seem to be well made.  Only problem with this particular cable is that it is not USB 2.0 which I didn't realize when I bought it.  I had intended to attach it to another cable which I purchased at the same time.  According to the instructions, it is not advisable.

The mistake was completely mine.  I just didn't think to check for USB 2.0 when I purchased it.",High quality cable but not USB 2.0,1163030400,
5.0,21,True,"12 27, 2001",A5I75Q8VR91XE,B00000J1TX,,Sam,"I purchase a new ink-jet printer from a very well known computer store ... I wonder who that might be... hehe!  But getting back to the review ... As most of you know, a lot of USB devices don't come with a USB cable. The same thing applied when I purchased my new printer.  The clerk who sold me the printer suggested I purchase a USB cable along with my printer ... the asking price: $29.95 for a 8 foot long cable.  I told him ""NO"".  Then purchased this cable on Amazon for $10.95 which included shipping.  The only thing that got to me about this deal was that the shipping cost more than I paid for the USB cable.  Oh well!  I bought some sushi with the 19 bucks that I saved!",Don't get ripped-off by computer stores!!!!,1009411200,
5.0,3,True,"10 8, 2001",A1BAT4NZAP6B07,B00000J1TX,,Jesse Roberge,Its always good to have extra USB cables floating around.  2 for home 2 for work and 2 for the laptop/spare.,Great Stuff.  Good Quality.  Cheap Price.,1002499200,
5.0,2,False,"06 16, 2001",A3PLX6PTM2ERKL,B00000J1TX,,Kenneth L. Schwartz,"I've always seen high-quality products from Belkin, and this one is no exception. It is a high-quality USB cable at a great price, by a leading computer accessory company. An extra bonus is the lifetime warranty!","Great Cable, Belkin Strikes Again",992649600,
5.0,139,True,"06 11, 2001",A3S87ZOPB3UM9N,B00000J1TX,,atmj,"I had to buy a printer cable for my Epson 890.  When I priced around, this could not be beat.
WILL NOT WORK WITH PARALLEL PORT ONLY COMPUTERS For the person that had a previous review, this is a cable that will only work on a printer that has a USB outlet.  This is not for printers that are strictly parallel port hook ups.
ENDS FOR PRINTER AND COMPUTER DIFFERENT The USB end that is for the printer if you look in the photo, is the small end to the left.  It is only about 3/16"" wide and shorter than that.  The USB end for the computer is the big end to the right in the picture(about 3/8"" wide and shorter than that).
MANY USB PRINTERS HAVE BOTH USB AND PARALLEL PORT CONNECTIONS Many USB printers have both a parallel port cable connection as well.  That is one of those huge flat type ones (roughly 2"" wide).
This may sound simple for all you computer experts out there, but with the plentitude of this type of cable or that, it can get very confusing.
Great buy.",Best price around,992217600,
5.0,,True,"03 22, 2017",A27SS1L6PU004Q,B00000J1TM,,William Carter,backup,Five Stars,1490140800,
5.0,49,False,"03 30, 2005",A2UCOSEHTW6I0H,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Eddie Konczal,"If you're looking for a basic 10' USB extension cable, you've come to the right place.  Belkin's products have always been reliable, and this one is no different.

The Belkin F3U134-10 is a 20-gauge 10' USB cable, A plug to A receptacle.  I use mine on an older PC that only has USB ports on the back of its tower. Thanks to this cable, I no longer need to climb under furniture to insert my USB memory key.

If you plan to use this cable to extend a shorter cable, be aware of recommended USB cable length limits.  Low-density devices (e.g. mice and keyboards) should not exceed cable lengths of 10', while high-density USB devices such as scanners and printers should be limited to a total cable length of 16 feet. If you plan to extend your current USB cable beyond these limits, consider getting a repeating cable such as the Belkin Active Extension USB Cable.

Perhaps the best reason to buy this USB cable from Amazon is to get their hefty discount on Belkin products. You'll pay about a third what you would at your local electronics store.  Now that's a bargain!",Amazon and Belkin team up for another great deal,1112140800,
5.0,4,True,"11 16, 2004",A3KA0Z3X5RB1YK,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Bruce Evans,"This same cable sells for over $20.00 at local electronics stores.  Not only was this an incredible buy, but customer contact was professional and consistent.  I will certainly purchase here again - look out Fort Worth!",A major bargain!,1100563200,
5.0,20,False,"09 26, 2004",A2Z9H86XRXBVEI,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",FERNANDO CASSIA,"I recently purchased an inexpensive webcam, which came with a 8-inches long USB cord. Obviously whoever manufactured it intended the cord to reach from the PC monitor/LCD to the back of the computer, and nothing more. This was unacceptable.<P>

Luckily I browsed around and found this cable, which was a lifesaver. It's got a female ""A"" plug on one side and a male ""A"" plug on the other, effectively working as an ""extension cord"" (to be plugged in the middle, between your pc and one of your existing USB cables that is attached to your USB device).

Very good quality cables. Inexpensive price. To paraphrase Jerry Pournelle on the legendary Byte magazine: ""Recommended!"". :)","Great, quality cable",1096156800,
1.0,,True,"07 14, 2015",AD8Z02V23QEJR,B00000J1TX,,gshk,Dead on arrival. Did not work and ended up returning this. Purchased a cable off Monoprice which did the job.,Do Not Buy,1436832000,
5.0,,True,"04 20, 2015",A17HKZIPNZGU6K,B00000J1TX,,Sabrenia,good,Five Stars,1429488000,
5.0,,True,"01 6, 2015",AW56L3OJMW30M,B00000J1TX,,dasba,I love it,Five Stars,1420502400,
5.0,,True,"12 27, 2014",A1BOO7054SVU4R,B00000J1TX,,into tech. &amp;#34;clay&amp;#34;,good product,Five Stars,1419638400,
5.0,,True,"12 6, 2014",A3SXXC7KI2EW36,B00000J1TX,,DonitaBird,need 4 more!,Five Stars,1417824000,
5.0,,True,"12 2, 2014",A23TTXEQQGSM4F,B00000J1TX,,Anne Smith,Needed this size and Belkin is a quality product.,Five Stars,1417478400,
5.0,,True,"11 17, 2014",A1NH3VJ8GVVVQA,B00000J1TX,,Betco1,nice,Five Stars,1416182400,
5.0,,False,"09 10, 2014",A1R8SRAIQ3K9ZK,B00000J1TX,,Joseph Adamson,Product as described.,Product as described.,1410307200,
3.0,,True,"07 19, 2014",AARFCKY1ZSCDY,B00000J1TX,,Fabio,ok,Three Stars,1405728000,
2.0,,False,"06 24, 2014",A3L61G6N7AT8N2,B00000J1TX,,Bartok Kinski,"I had no idea what this cable was because I found it in my drawer one day, I thought it was the VCR cable and I tried to hook it up to the TV and VCR one day and nothing happened except the reception on my TV went bland and empty.","What is It?,",1403568000,
5.0,,True,"06 11, 2014",ADGRGGF9V645P,B00000J1TX,,Michael B. LaBelle,"Does the job intended, good value, good quality. Not a bad product for the price.
There are better products out there, but not at this price point.",Great quality,1402444800,
4.0,,True,"02 22, 2014",AZOTUFIYPVNDT,B00000J1TX,,S. Bachman,"Basically needed a longer cord for my USB hub. The stock cable that came with it was SO short. Didn't want to spend a ton of $$ but still needed something with good connectors and decent speed. This did the job without breaking the bank.

Would recommend!",Good value for the money,1393027200,
5.0,,True,"02 9, 2014",A36ARO7W03JMXV,B00000J1TX,,L. Hammer,I really like Belkin products and this cord works great from my pc to the printer and could not ask for it to do more,Excellent,1391904000,
3.0,,True,"12 15, 2013",A3FVAZIB9SHXM2,B00000J1TX,,Bambam,I gave it 3 stars because the Cable that I received wasn't Belkin. I decided to keep the usb Cable because i really need it. But shockingly the product is still in use.,Wasnt Belkin,1387065600,
4.0,,True,"03 9, 2017",A1065EIKB6HI1D,B00000J1TM,,Erika Stillson,"If you have 40+ year old Paul Revere from Oneida, you'll notice a difference. Doesn't perfectly match the existing pieces (more noticeable on flatware, especially when you stack it), but you have to be looking to tell.",If you have 40+ year old Paul Revere from Oneida ...,1489017600,
4.0,,True,"03 1, 2017",A23M7UC2T40RGF,B00000J1TM,,Marion Adams,I love the color lights,Four Stars,1488326400,
5.0,13,True,"02 7, 2004",A1SIX968W2WNZM,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Dranansi,"...That such an excellent piece of equipment could be 'reviewed' by persons that are computer challenged. These JOKERS should seek help before buying a product and writing negative reviews because THEY bought the wrong product! GEEZ!
This USB extension cable has performed beyond my expectations for over 8 months. There has been NO noticeable [at least not to me] degradation in performance to my accessories [digital camera, webcam and JUMPDRIVE ] by using this extension cord and it means that I do not have to be fiddling behind or leaning down in front of the computer to attach and detach the equipment.
It is a GREAT buy!",It's AMAZING....,1076112000,
5.0,24,False,"12 2, 2002",AN3ZPGKOVJ4HF,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Amazon Customer,"It's ironic that this came with a warning about the length of USB cables which basically meant to say ""Don't use this product"" It should be atleast a foot shorter to avoid exceeding the 10 foot maximum described in their warning tag, since all usb devices come with atleast a foot of cable built in (that this extension plugs into) but no matter, I've used it for over a month on a USB webcam with a 6 foot cable built into it which I plugged into this cord and haven't had any problems yet.",too long,1038787200,
1.0,8,False,"02 2, 2002",A2NAD5DJUIU877,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Geo Laird,"While I'm sure the cable works fine, be careful about what you need it for.
I too thought I was buying a USB cable that I could connect two computers.  I believed this because it is an ""A/A"" extension cable.  Indeed, the key word is ""extension.""  Normally, ""A/A"" would mean the same type of connector but not in this case.",Be careful about what you need this for!,1012608000,
5.0,6,True,"01 3, 2002",A16UIV8JMLHJTW,B00000J1U8,"{'Color:': ' Black', 'Length:': ' 10-Foot'}",Donna,This extension cord frees up space without any sacrifice in quality. I am ordering another one.,10ft Extension Cable,1010016000,
5.0,,True,"12 4, 2013",A33V7Z377X9KBV,B00000J1TX,,jerwig,"These are excellent quality USB cables that will allow you to connect any USB device (printer etc.)
to your PC or other USB device.",Good quality USB Cable at a reasonable price,1386115200,
4.0,,True,"11 30, 2013",AGCWHENEQYV5N,B00000J1TX,,The Pho,Extremely low price at a high quality made. The cost of it is only a small fraction of any cables price at stores.,A very good buy!,1385769600,
2.0,,True,"10 31, 2013",A3C85GXT2Q6IG1,B00000J1TX,,Tom Tyson,"I'm not sure how this can be advertised as a Belkin product.  The cord that was sent to me is clear with two bright blue LEDs on the ends.  It works, just bring some sunglasses.",Not Belkin!!,1383177600,
5.0,,True,"06 18, 2013",A2NYK9KWFMJV4Y,B00000J1TX,,Mike Tarrani,"My 'Amazon Verified Purchase' badge for this cable dates all the way back to September 23, 2002 according to my Instant Order Update. Ironically the cable is in the other room connected to a printer and still transmitting flawlessly. The moral is this is one well constructed cable and has returned my investment many times over.

The connectors still mate and disengage smoothly like the first day I used it, and I am pretty sure that the beefy strain reliefs on each end are responsible for keeping the conductors inside the thick insulator intact. Indeed, as I inspected this cable before writing this review I marveled at the construction and materials. Both are first rate.

This cable has traveled extensively - it was part of my travel kit when I was a road warrior consultant, and served me well in many US states as well as the Middle East on long and short assignments. Back to the strain reliefs: I would hastily pack and literally ball this cable up and throw it in my laptop case, yet the ends never damaged, which I attribute - in part - to the strain reliefs that kept crimps from breaking or fraying the conductors.

Bottom line - this model is now USB 2.0 compatible and is built to last. In other words, you cannot go wrong.",Built to last,1371513600,
